current_week_ending,visit_type,respiratory_category,demographic_group,percent
2025-03-08,Admissions,Covid-19,Asian Non-Hispanic,0.03
2025-03-08,Admissions,Covid-19,Black Non-Hispanic,0.014000000000000002
2025-03-08,Admissions,Covid-19,Hispanic Or Latino,0.02
2025-03-08,Admissions,Covid-19,Other Race/Ethnicity,0.02666666666666667
2025-03-08,Admissions,Covid-19,Unknown Race/Ethnicity,0.022500000000000003
2025-03-08,Admissions,Covid-19,White Non-Hispanic,0.014000000000000002
2025-03-08,Admissions,Ili,00_04,0.0125
2025-03-08,Admissions,Ili,05_17,0.012
2025-03-08,Admissions,Ili,18_44,0.013333333333333334
2025-03-08,Admissions,Ili,45_64,0.013333333333333334
2025-03-08,Admissions,Ili,65+,0.013333333333333334
2025-03-08,Admissions,Ili,All,0.0125
2025-03-08,Admissions,Ili,Asian Non-Hispanic,0.01
2025-03-08,Admissions,Ili,Black Non-Hispanic,0.013333333333333334
2025-03-08,Admissions,Ili,Hispanic Or Latino,0.016666666666666666
2025-03-08,Admissions,Ili,Other Race/Ethnicity,0.01
2025-03-08,Admissions,Ili,Unknown Race/Ethnicity,0.01
2025-03-08,Admissions,Ili,White Non-Hispanic,0.02
2025-03-08,Admissions,Influenza,00_04,0.03
2025-03-08,Admissions,Influenza,05_17,0.03666666666666667
2025-03-08,Admissions,Influenza,18_44,0.013333333333333334
2025-03-08,Admissions,Influenza,45_64,0.023333333333333334
2025-03-08,Admissions,Influenza,65+,0.02
2025-03-08,Admissions,Influenza,All,0.02
2025-03-08,Admissions,Influenza,Asian Non-Hispanic,0.02
2025-03-08,Admissions,Influenza,Black Non-Hispanic,0.02
2025-03-08,Admissions,Influenza,Hispanic Or Latino,0.02666666666666667
2025-03-08,Admissions,Influenza,Other Race/Ethnicity,0.015
2025-03-08,Admissions,Influenza,Unknown Race/Ethnicity,0.03
2025-03-08,Admissions,Influenza,White Non-Hispanic,0.02
2025-03-08,Admissions,Rsv,00_04,0.016666666666666666
2025-03-08,Admissions,Rsv,05_17,0.01
2025-03-08,Admissions,Rsv,Asian Non-Hispanic,0.01
2025-03-08,Admissions,Rsv,Hispanic Or Latino,0.01
2025-03-08,Admissions,Rsv,Other Race/Ethnicity,0.01
2025-03-08,Admissions,Rsv,White Non-Hispanic,0.01
2025-03-08,Ed Visits,Broad Acute Respiratory,00_04,0.34500000000000003
2025-03-08,Ed Visits,Broad Acute Respiratory,05_17,0.21200000000000002
2025-03-08,Ed Visits,Broad Acute Respiratory,18_44,0.083
2025-03-08,Ed Visits,Broad Acute Respiratory,45_64,0.088
2025-03-08,Ed Visits,Broad Acute Respiratory,65+,0.10700000000000001
2025-03-08,Ed Visits,Broad Acute Respiratory,Age Unknown,0.15333333333333335
2025-03-08,Ed Visits,Broad Acute Respiratory,All,0.122
2025-03-08,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.14
2025-03-08,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.129
2025-03-08,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.139
2025-03-08,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.128
2025-03-08,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.093
2025-03-08,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.10200000000000001
2025-03-08,Ed Visits,Covid-19,00_04,0.02
2025-03-08,Ed Visits,Covid-19,05_17,0.01
2025-03-08,Ed Visits,Covid-19,18_44,0.01
2025-03-08,Ed Visits,Covid-19,45_64,0.015000000000000001
2025-03-08,Ed Visits,Covid-19,65+,0.016
2025-03-08,Ed Visits,Covid-19,All,0.014000000000000002
2025-03-08,Ed Visits,Covid-19,Asian Non-Hispanic,0.02
2025-03-08,Ed Visits,Covid-19,Black Non-Hispanic,0.01
2025-03-08,Ed Visits,Covid-19,Hispanic Or Latino,0.014000000000000002
2025-03-08,Ed Visits,Covid-19,Other Race/Ethnicity,0.016666666666666666
2025-03-08,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.017499999999999998
2025-03-08,Ed Visits,Covid-19,White Non-Hispanic,0.014000000000000002
2025-03-08,Ed Visits,Ili,00_04,0.077
2025-03-08,Ed Visits,Ili,05_17,0.057999999999999996
2025-03-08,Ed Visits,Ili,18_44,0.022
2025-03-08,Ed Visits,Ili,45_64,0.01875
2025-03-08,Ed Visits,Ili,65+,0.0125
2025-03-08,Ed Visits,Ili,All,0.028000000000000004
2025-03-08,Ed Visits,Ili,Asian Non-Hispanic,0.03333333333333333
2025-03-08,Ed Visits,Ili,Black Non-Hispanic,0.027000000000000003
2025-03-08,Ed Visits,Ili,Hispanic Or Latino,0.036000000000000004
2025-03-08,Ed Visits,Ili,Other Race/Ethnicity,0.03125
2025-03-08,Ed Visits,Ili,Unknown Race/Ethnicity,0.027777777777777776
2025-03-08,Ed Visits,Ili,White Non-Hispanic,0.022222222222222223
2025-03-08,Ed Visits,Influenza,00_04,0.0475
2025-03-08,Ed Visits,Influenza,05_17,0.043750000000000004
2025-03-08,Ed Visits,Influenza,18_44,0.015714285714285715
2025-03-08,Ed Visits,Influenza,45_64,0.012857142857142857
2025-03-08,Ed Visits,Influenza,65+,0.012857142857142857
2025-03-08,Ed Visits,Influenza,Age Unknown,0.07500000000000001
2025-03-08,Ed Visits,Influenza,All,0.02142857142857143
2025-03-08,Ed Visits,Influenza,Asian Non-Hispanic,0.025
2025-03-08,Ed Visits,Influenza,Black Non-Hispanic,0.017142857142857144
2025-03-08,Ed Visits,Influenza,Hispanic Or Latino,0.03142857142857143
2025-03-08,Ed Visits,Influenza,Other Race/Ethnicity,0.025
2025-03-08,Ed Visits,Influenza,Unknown Race/Ethnicity,0.016
2025-03-08,Ed Visits,Influenza,White Non-Hispanic,0.017142857142857144
2025-03-08,Ed Visits,Rsv,00_04,0.013333333333333334
2025-03-08,Ed Visits,Rsv,Other Race/Ethnicity,0.01
2025-03-08,Outpatient Visits,Ili,All,0.02888888888888889
2025-03-15,Admissions,Broad Acute Respiratory,00_04,0.105
2025-03-15,Admissions,Broad Acute Respiratory,05_17,0.165
2025-03-15,Admissions,Broad Acute Respiratory,18_44,0.06833333333333334
2025-03-15,Admissions,Broad Acute Respiratory,45_64,0.16166666666666665
2025-03-15,Admissions,Broad Acute Respiratory,65+,0.19333333333333336
2025-03-15,Admissions,Broad Acute Respiratory,Age Unknown,1.0
2025-03-15,Admissions,Broad Acute Respiratory,All,0.145
2025-03-15,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.11
2025-03-15,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.16166666666666665
2025-03-15,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.14
2025-03-15,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.13
2025-03-15,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.10666666666666667
2025-03-15,Admissions,Broad Acute Respiratory,White Non-Hispanic,0.13333333333333333
2025-03-15,Admissions,Covid-19,00_04,0.01
2025-03-15,Admissions,Covid-19,05_17,0.0125
2025-03-15,Admissions,Covid-19,18_44,0.015
2025-03-15,Admissions,Covid-19,45_64,0.02
2025-03-15,Admissions,Covid-19,65+,0.024
2025-03-15,Admissions,Covid-19,Age Unknown,1.0
2025-03-15,Admissions,Covid-19,All,0.018
2025-03-15,Admissions,Covid-19,Asian Non-Hispanic,0.024
2025-03-15,Admissions,Covid-19,Black Non-Hispanic,0.016
2025-03-15,Admissions,Covid-19,Hispanic Or Latino,0.018
2025-03-15,Admissions,Covid-19,Other Race/Ethnicity,0.02
2025-03-15,Admissions,Covid-19,Unknown Race/Ethnicity,0.016666666666666666
2025-03-15,Admissions,Covid-19,White Non-Hispanic,0.016
2025-03-15,Admissions,Ili,00_04,0.01
2025-03-15,Admissions,Ili,05_17,0.015
2025-03-15,Admissions,Ili,18_44,0.015
2025-03-15,Admissions,Ili,45_64,0.012
2025-03-15,Admissions,Ili,65+,0.013333333333333334
2025-03-15,Admissions,Ili,All,0.013333333333333334
2025-03-15,Admissions,Ili,Asian Non-Hispanic,0.0125
2025-03-15,Admissions,Ili,Black Non-Hispanic,0.0125
2025-03-15,Admissions,Ili,Hispanic Or Latino,0.03
2025-03-15,Admissions,Ili,Other Race/Ethnicity,0.01
2025-03-15,Admissions,Ili,Unknown Race/Ethnicity,0.01
2025-03-15,Admissions,Ili,White Non-Hispanic,0.015
2025-03-15,Admissions,Influenza,00_04,0.03
2025-03-15,Admissions,Influenza,05_17,0.025
2025-03-15,Admissions,Influenza,18_44,0.013333333333333334
2025-03-15,Admissions,Influenza,45_64,0.016666666666666666
2025-03-15,Admissions,Influenza,65+,0.013333333333333334
2025-03-15,Admissions,Influenza,All,0.016666666666666666
2025-03-15,Admissions,Influenza,Asian Non-Hispanic,0.015
2025-03-15,Admissions,Influenza,Black Non-Hispanic,0.016666666666666666
2025-03-15,Admissions,Influenza,Hispanic Or Latino,0.016666666666666666
2025-03-15,Admissions,Influenza,Other Race/Ethnicity,0.0175
2025-03-15,Admissions,Influenza,Unknown Race/Ethnicity,0.015
2025-03-15,Admissions,Influenza,White Non-Hispanic,0.013333333333333334
2025-03-15,Admissions,Rsv,00_04,0.0125
2025-03-15,Admissions,Rsv,05_17,0.01
2025-03-15,Admissions,Rsv,Asian Non-Hispanic,0.01
2025-03-15,Admissions,Rsv,Hispanic Or Latino,0.01
2025-03-15,Admissions,Rsv,White Non-Hispanic,0.01
2025-03-15,Ed Visits,Broad Acute Respiratory,00_04,0.33999999999999997
2025-03-15,Ed Visits,Broad Acute Respiratory,05_17,0.21400000000000002
2025-03-15,Ed Visits,Broad Acute Respiratory,18_44,0.08499999999999999
2025-03-15,Ed Visits,Broad Acute Respiratory,45_64,0.089
2025-03-15,Ed Visits,Broad Acute Respiratory,65+,0.11099999999999999
2025-03-15,Ed Visits,Broad Acute Respiratory,Age Unknown,0.15
2025-03-15,Ed Visits,Broad Acute Respiratory,All,0.123
2025-03-15,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.14100000000000001
2025-03-15,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.128
2025-03-15,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.142
2025-03-15,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.134
2025-03-15,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.08499999999999999
2025-03-15,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.10800000000000001
2025-03-15,Ed Visits,Covid-19,00_04,0.015000000000000001
2025-03-15,Ed Visits,Covid-19,05_17,0.01
2025-03-15,Ed Visits,Covid-19,18_44,0.0125
2025-03-15,Ed Visits,Covid-19,45_64,0.015
2025-03-15,Ed Visits,Covid-19,65+,0.018
2025-03-15,Ed Visits,Covid-19,Age Unknown,0.14
2025-03-15,Ed Visits,Covid-19,All,0.0125
2025-03-15,Ed Visits,Covid-19,Asian Non-Hispanic,0.025
2025-03-15,Ed Visits,Covid-19,Black Non-Hispanic,0.0125
2025-03-15,Ed Visits,Covid-19,Hispanic Or Latino,0.012
2025-03-15,Ed Visits,Covid-19,Other Race/Ethnicity,0.0175
2025-03-15,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.013333333333333334
2025-03-15,Ed Visits,Covid-19,White Non-Hispanic,0.012
2025-03-15,Ed Visits,Ili,00_04,0.075
2025-03-15,Ed Visits,Ili,05_17,0.054000000000000006
2025-03-15,Ed Visits,Ili,18_44,0.022
2025-03-15,Ed Visits,Ili,45_64,0.01888888888888889
2025-03-15,Ed Visits,Ili,65+,0.012857142857142857
2025-03-15,Ed Visits,Ili,All,0.026000000000000002
2025-03-15,Ed Visits,Ili,Asian Non-Hispanic,0.036250000000000004
2025-03-15,Ed Visits,Ili,Black Non-Hispanic,0.026000000000000002
2025-03-15,Ed Visits,Ili,Hispanic Or Latino,0.03666666666666667
2025-03-15,Ed Visits,Ili,Other Race/Ethnicity,0.02888888888888889
2025-03-15,Ed Visits,Ili,Unknown Race/Ethnicity,0.027777777777777776
2025-03-15,Ed Visits,Ili,White Non-Hispanic,0.021111111111111112
2025-03-15,Ed Visits,Influenza,00_04,0.04375
2025-03-15,Ed Visits,Influenza,05_17,0.04
2025-03-15,Ed Visits,Influenza,18_44,0.016666666666666666
2025-03-15,Ed Visits,Influenza,45_64,0.011666666666666667
2025-03-15,Ed Visits,Influenza,65+,0.011666666666666667
2025-03-15,Ed Visits,Influenza,Age Unknown,0.01
2025-03-15,Ed Visits,Influenza,All,0.017142857142857144
2025-03-15,Ed Visits,Influenza,Asian Non-Hispanic,0.028571428571428574
2025-03-15,Ed Visits,Influenza,Black Non-Hispanic,0.015714285714285715
2025-03-15,Ed Visits,Influenza,Hispanic Or Latino,0.027142857142857142
2025-03-15,Ed Visits,Influenza,Other Race/Ethnicity,0.0225
2025-03-15,Ed Visits,Influenza,Unknown Race/Ethnicity,0.018
2025-03-15,Ed Visits,Influenza,White Non-Hispanic,0.017142857142857144
2025-03-15,Ed Visits,Rsv,00_04,0.0125
2025-03-15,Outpatient Visits,Ili,All,0.03222222222222223
2025-03-22,Admissions,Broad Acute Respiratory,00_04,0.09333333333333334
2025-03-22,Admissions,Broad Acute Respiratory,05_17,0.17833333333333334
2025-03-22,Admissions,Broad Acute Respiratory,18_44,0.07333333333333333
2025-03-22,Admissions,Broad Acute Respiratory,45_64,0.16666666666666666
2025-03-22,Admissions,Broad Acute Respiratory,65+,0.205
2025-03-22,Admissions,Broad Acute Respiratory,All,0.14666666666666667
2025-03-22,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.13166666666666668
2025-03-22,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.17166666666666666
2025-03-22,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.13
2025-03-22,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.13333333333333333
2025-03-22,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.11499999999999999
2025-03-22,Admissions,Broad Acute Respiratory,White Non-Hispanic,0.1366666666666667
2025-03-22,Admissions,Covid-19,00_04,0.01
2025-03-22,Admissions,Covid-19,05_17,0.01
2025-03-22,Admissions,Covid-19,18_44,0.0175
2025-03-22,Admissions,Covid-19,45_64,0.021666666666666667
2025-03-22,Admissions,Covid-19,65+,0.024999999999999998
2025-03-22,Admissions,Covid-19,All,0.016666666666666666
2025-03-22,Admissions,Covid-19,Asian Non-Hispanic,0.0175
2025-03-22,Admissions,Covid-19,Black Non-Hispanic,0.02
2025-03-22,Admissions,Covid-19,Hispanic Or Latino,0.018333333333333333
2025-03-22,Admissions,Covid-19,Other Race/Ethnicity,0.025
2025-03-22,Admissions,Covid-19,Unknown Race/Ethnicity,0.022
2025-03-22,Admissions,Covid-19,White Non-Hispanic,0.016
2025-03-22,Admissions,Ili,00_04,0.015
2025-03-22,Admissions,Ili,05_17,0.014000000000000002
2025-03-22,Admissions,Ili,18_44,0.0125
2025-03-22,Admissions,Ili,45_64,0.023333333333333334
2025-03-22,Admissions,Ili,65+,0.025
2025-03-22,Admissions,Ili,All,0.016666666666666666
2025-03-22,Admissions,Ili,Asian Non-Hispanic,0.030000000000000002
2025-03-22,Admissions,Ili,Black Non-Hispanic,0.02
2025-03-22,Admissions,Ili,Hispanic Or Latino,0.016666666666666666
2025-03-22,Admissions,Ili,Other Race/Ethnicity,0.013333333333333334
2025-03-22,Admissions,Ili,Unknown Race/Ethnicity,0.0125
2025-03-22,Admissions,Ili,White Non-Hispanic,0.025
2025-03-22,Admissions,Influenza,00_04,0.013333333333333334
2025-03-22,Admissions,Influenza,05_17,0.02666666666666667
2025-03-22,Admissions,Influenza,18_44,0.01
2025-03-22,Admissions,Influenza,45_64,0.01
2025-03-22,Admissions,Influenza,65+,0.013333333333333334
2025-03-22,Admissions,Influenza,All,0.01
2025-03-22,Admissions,Influenza,Asian Non-Hispanic,0.01
2025-03-22,Admissions,Influenza,Black Non-Hispanic,0.01
2025-03-22,Admissions,Influenza,Hispanic Or Latino,0.01
2025-03-22,Admissions,Influenza,Other Race/Ethnicity,0.01
2025-03-22,Admissions,Influenza,Unknown Race/Ethnicity,0.013333333333333334
2025-03-22,Admissions,Influenza,White Non-Hispanic,0.01
2025-03-22,Admissions,Rsv,00_04,0.01
2025-03-22,Admissions,Rsv,Asian Non-Hispanic,0.01
2025-03-22,Ed Visits,Broad Acute Respiratory,00_04,0.34500000000000003
2025-03-22,Ed Visits,Broad Acute Respiratory,05_17,0.22400000000000003
2025-03-22,Ed Visits,Broad Acute Respiratory,18_44,0.096
2025-03-22,Ed Visits,Broad Acute Respiratory,45_64,0.091
2025-03-22,Ed Visits,Broad Acute Respiratory,65+,0.11200000000000002
2025-03-22,Ed Visits,Broad Acute Respiratory,Age Unknown,0.21000000000000002
2025-03-22,Ed Visits,Broad Acute Respiratory,All,0.13
2025-03-22,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.16
2025-03-22,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.133
2025-03-22,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.148
2025-03-22,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.137
2025-03-22,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.094
2025-03-22,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.11300000000000002
2025-03-22,Ed Visits,Covid-19,00_04,0.0175
2025-03-22,Ed Visits,Covid-19,05_17,0.01
2025-03-22,Ed Visits,Covid-19,18_44,0.015
2025-03-22,Ed Visits,Covid-19,45_64,0.016666666666666666
2025-03-22,Ed Visits,Covid-19,65+,0.016666666666666666
2025-03-22,Ed Visits,Covid-19,All,0.016666666666666666
2025-03-22,Ed Visits,Covid-19,Asian Non-Hispanic,0.02
2025-03-22,Ed Visits,Covid-19,Black Non-Hispanic,0.013333333333333334
2025-03-22,Ed Visits,Covid-19,Hispanic Or Latino,0.016666666666666666
2025-03-22,Ed Visits,Covid-19,Other Race/Ethnicity,0.016666666666666666
2025-03-22,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.016666666666666666
2025-03-22,Ed Visits,Covid-19,White Non-Hispanic,0.016
2025-03-22,Ed Visits,Ili,00_04,0.076
2025-03-22,Ed Visits,Ili,05_17,0.05700000000000001
2025-03-22,Ed Visits,Ili,18_44,0.023
2025-03-22,Ed Visits,Ili,45_64,0.02125
2025-03-22,Ed Visits,Ili,65+,0.015
2025-03-22,Ed Visits,Ili,All,0.028999999999999998
2025-03-22,Ed Visits,Ili,Asian Non-Hispanic,0.034
2025-03-22,Ed Visits,Ili,Black Non-Hispanic,0.027000000000000003
2025-03-22,Ed Visits,Ili,Hispanic Or Latino,0.034
2025-03-22,Ed Visits,Ili,Other Race/Ethnicity,0.026000000000000002
2025-03-22,Ed Visits,Ili,Unknown Race/Ethnicity,0.02333333333333333
2025-03-22,Ed Visits,Ili,White Non-Hispanic,0.022222222222222223
2025-03-22,Ed Visits,Influenza,00_04,0.03375
2025-03-22,Ed Visits,Influenza,05_17,0.03375
2025-03-22,Ed Visits,Influenza,18_44,0.012857142857142857
2025-03-22,Ed Visits,Influenza,45_64,0.01
2025-03-22,Ed Visits,Influenza,65+,0.01
2025-03-22,Ed Visits,Influenza,All,0.014285714285714287
2025-03-22,Ed Visits,Influenza,Asian Non-Hispanic,0.025714285714285714
2025-03-22,Ed Visits,Influenza,Black Non-Hispanic,0.012857142857142857
2025-03-22,Ed Visits,Influenza,Hispanic Or Latino,0.02
2025-03-22,Ed Visits,Influenza,Other Race/Ethnicity,0.01875
2025-03-22,Ed Visits,Influenza,Unknown Race/Ethnicity,0.013333333333333334
2025-03-22,Ed Visits,Influenza,White Non-Hispanic,0.015
2025-03-22,Ed Visits,Rsv,00_04,0.01
2025-03-22,Outpatient Visits,Ili,All,0.026000000000000002
2025-03-29,Admissions,Broad Acute Respiratory,00_04,0.08333333333333333
2025-03-29,Admissions,Broad Acute Respiratory,05_17,0.15833333333333335
2025-03-29,Admissions,Broad Acute Respiratory,18_44,0.08333333333333333
2025-03-29,Admissions,Broad Acute Respiratory,45_64,0.19666666666666668
2025-03-29,Admissions,Broad Acute Respiratory,65+,0.22333333333333336
2025-03-29,Admissions,Broad Acute Respiratory,Age Unknown,0.75
2025-03-29,Admissions,Broad Acute Respiratory,All,0.16166666666666665
2025-03-29,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.13
2025-03-29,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.19000000000000003
2025-03-29,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.14833333333333334
2025-03-29,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.17
2025-03-29,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.11333333333333334
2025-03-29,Admissions,Broad Acute Respiratory,White Non-Hispanic,0.14
2025-03-29,Admissions,Covid-19,00_04,0.01
2025-03-29,Admissions,Covid-19,05_17,0.0225
2025-03-29,Admissions,Covid-19,18_44,0.03
2025-03-29,Admissions,Covid-19,45_64,0.044
2025-03-29,Admissions,Covid-19,65+,0.03833333333333334
2025-03-29,Admissions,Covid-19,All,0.03
2025-03-29,Admissions,Covid-19,Asian Non-Hispanic,0.0275
2025-03-29,Admissions,Covid-19,Black Non-Hispanic,0.03666666666666667
2025-03-29,Admissions,Covid-19,Hispanic Or Latino,0.02666666666666667
2025-03-29,Admissions,Covid-19,Other Race/Ethnicity,0.06
2025-03-29,Admissions,Covid-19,Unknown Race/Ethnicity,0.026000000000000002
2025-03-29,Admissions,Covid-19,White Non-Hispanic,0.023333333333333334
2025-03-29,Admissions,Ili,05_17,0.03
2025-03-29,Admissions,Ili,18_44,0.0175
2025-03-29,Admissions,Ili,45_64,0.025
2025-03-29,Admissions,Ili,65+,0.04
2025-03-29,Admissions,Ili,All,0.023333333333333334
2025-03-29,Admissions,Ili,Asian Non-Hispanic,0.01
2025-03-29,Admissions,Ili,Black Non-Hispanic,0.025
2025-03-29,Admissions,Ili,Hispanic Or Latino,0.025
2025-03-29,Admissions,Ili,Other Race/Ethnicity,0.015
2025-03-29,Admissions,Ili,Unknown Race/Ethnicity,0.015
2025-03-29,Admissions,Ili,White Non-Hispanic,0.02
2025-03-29,Admissions,Influenza,00_04,0.01
2025-03-29,Admissions,Influenza,05_17,0.03
2025-03-29,Admissions,Influenza,18_44,0.01
2025-03-29,Admissions,Influenza,45_64,0.01
2025-03-29,Admissions,Influenza,65+,0.01
2025-03-29,Admissions,Influenza,All,0.01
2025-03-29,Admissions,Influenza,Asian Non-Hispanic,0.013333333333333334
2025-03-29,Admissions,Influenza,Black Non-Hispanic,0.01
2025-03-29,Admissions,Influenza,Hispanic Or Latino,0.01
2025-03-29,Admissions,Influenza,Other Race/Ethnicity,0.013333333333333334
2025-03-29,Admissions,Influenza,Unknown Race/Ethnicity,0.01
2025-03-29,Admissions,Influenza,White Non-Hispanic,0.01
2025-03-29,Admissions,Rsv,00_04,0.01
2025-03-29,Admissions,Rsv,05_17,0.01
2025-03-29,Admissions,Rsv,Asian Non-Hispanic,0.01
2025-03-29,Admissions,Rsv,Other Race/Ethnicity,0.01
2025-03-29,Ed Visits,Broad Acute Respiratory,00_04,0.339
2025-03-29,Ed Visits,Broad Acute Respiratory,05_17,0.21600000000000003
2025-03-29,Ed Visits,Broad Acute Respiratory,18_44,0.098
2025-03-29,Ed Visits,Broad Acute Respiratory,45_64,0.1
2025-03-29,Ed Visits,Broad Acute Respiratory,65+,0.122
2025-03-29,Ed Visits,Broad Acute Respiratory,Age Unknown,0.225
2025-03-29,Ed Visits,Broad Acute Respiratory,All,0.131
2025-03-29,Ed Visits,Broad Acute Respiratory,Asian Non-Hispanic,0.154
2025-03-29,Ed Visits,Broad Acute Respiratory,Black Non-Hispanic,0.13599999999999998
2025-03-29,Ed Visits,Broad Acute Respiratory,Hispanic Or Latino,0.146
2025-03-29,Ed Visits,Broad Acute Respiratory,Other Race/Ethnicity,0.142
2025-03-29,Ed Visits,Broad Acute Respiratory,Unknown Race/Ethnicity,0.093
2025-03-29,Ed Visits,Broad Acute Respiratory,White Non-Hispanic,0.11399999999999999
2025-03-29,Ed Visits,Covid-19,00_04,0.014000000000000002
2025-03-29,Ed Visits,Covid-19,05_17,0.02
2025-03-29,Ed Visits,Covid-19,18_44,0.016666666666666666
2025-03-29,Ed Visits,Covid-19,45_64,0.02
2025-03-29,Ed Visits,Covid-19,65+,0.023333333333333334
2025-03-29,Ed Visits,Covid-19,All,0.015
2025-03-29,Ed Visits,Covid-19,Asian Non-Hispanic,0.02
2025-03-29,Ed Visits,Covid-19,Black Non-Hispanic,0.016
2025-03-29,Ed Visits,Covid-19,Hispanic Or Latino,0.016
2025-03-29,Ed Visits,Covid-19,Other Race/Ethnicity,0.0225
2025-03-29,Ed Visits,Covid-19,Unknown Race/Ethnicity,0.016
2025-03-29,Ed Visits,Covid-19,White Non-Hispanic,0.015
2025-03-29,Ed Visits,Ili,00_04,0.071
2025-03-29,Ed Visits,Ili,05_17,0.053000000000000005
2025-03-29,Ed Visits,Ili,18_44,0.020999999999999998
2025-03-29,Ed Visits,Ili,45_64,0.018
2025-03-29,Ed Visits,Ili,65+,0.015714285714285715
2025-03-29,Ed Visits,Ili,All,0.024
2025-03-29,Ed Visits,Ili,Asian Non-Hispanic,0.03
2025-03-29,Ed Visits,Ili,Black Non-Hispanic,0.028000000000000004
2025-03-29,Ed Visits,Ili,Hispanic Or Latino,0.03
2025-03-29,Ed Visits,Ili,Other Race/Ethnicity,0.026000000000000002
2025-03-29,Ed Visits,Ili,Unknown Race/Ethnicity,0.025555555555555557
2025-03-29,Ed Visits,Ili,White Non-Hispanic,0.018
2025-03-29,Ed Visits,Influenza,00_04,0.03125
2025-03-29,Ed Visits,Influenza,05_17,0.043333333333333335
2025-03-29,Ed Visits,Influenza,18_44,0.013333333333333334
2025-03-29,Ed Visits,Influenza,45_64,0.01
2025-03-29,Ed Visits,Influenza,65+,0.012
2025-03-29,Ed Visits,Influenza,All,0.015
2025-03-29,Ed Visits,Influenza,Asian Non-Hispanic,0.022857142857142857
2025-03-29,Ed Visits,Influenza,Black Non-Hispanic,0.015
2025-03-29,Ed Visits,Influenza,Hispanic Or Latino,0.0175
2025-03-29,Ed Visits,Influenza,Other Race/Ethnicity,0.021666666666666667
2025-03-29,Ed Visits,Influenza,Unknown Race/Ethnicity,0.0125
2025-03-29,Ed Visits,Influenza,White Non-Hispanic,0.013333333333333334
2025-03-29,Ed Visits,Rsv,00_04,0.01
2025-03-29,Ed Visits,Rsv,Asian Non-Hispanic,0.01
2025-03-29,Ed Visits,Rsv,Other Race/Ethnicity,0.01
2025-03-29,Outpatient Visits,Ili,All,0.025555555555555557
2025-04-05,Admissions,Broad Acute Respiratory,00_04,0.08
2025-04-05,Admissions,Broad Acute Respiratory,05_17,0.16666666666666666
2025-04-05,Admissions,Broad Acute Respiratory,18_44,0.09166666666666667
2025-04-05,Admissions,Broad Acute Respiratory,45_64,0.20666666666666667
2025-04-05,Admissions,Broad Acute Respiratory,65+,0.24166666666666667
2025-04-05,Admissions,Broad Acute Respiratory,Age Unknown,0.5
2025-04-05,Admissions,Broad Acute Respiratory,All,0.17500000000000002
2025-04-05,Admissions,Broad Acute Respiratory,Asian Non-Hispanic,0.13333333333333333
2025-04-05,Admissions,Broad Acute Respiratory,Black Non-Hispanic,0.20333333333333334
2025-04-05,Admissions,Broad Acute Respiratory,Hispanic Or Latino,0.165
2025-04-05,Admissions,Broad Acute Respiratory,Other Race/Ethnicity,0.17333333333333334
2025-04-05,Admissions,Broad Acute Respiratory,Unknown Race/Ethnicity,0.13333333333333333
